,id,Tweets,Sentiment
2845,2845,"https://t.co/ii2wELXaue
Quest Software
Well, the OneIdentity bloodletting has begun
#QuestSoftware #AlisoViejo #California #Software #IdentityAndAccess #Management #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2846,2846,"https://t.co/BdOsipcvAO
BNSF
Layoffs in Houston
#BNSF #BNSFRailway #FortWorth #Texas #railroads #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2847,2847,"https://t.co/sgS1upbANj
T-Mobile
Regional teams here are running this place into the ground. Start there with layoffs.
#layoff #layoffs #jobcut #tmobile #sprint $tmus $s #telcos #verizon #att #telecom #mobile #telcojobs #telecomjobs #jobs #recruitng #Techjobs $vz 🤖",0
2848,2848,"https://t.co/fBXv4DkFrE
Qlik Technologies
Is there a software engineer/architect who earns $400K is US dollars at Qlik
#QlikTechnologies $QLIK #layoff #layoffs #jobcuts #thelayoff #rifs #Technology #Software #IntellectualProperty #Wayne #PA #Pennsylvania 🤖",0
2849,2849,"https://t.co/zHvKH56xfD
McKesson
Louisville Layoffs
#McKesson $MCK #Irving #Texas #Healthcare #MedicalTechnology #Pharmaceuticals #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2850,2850,"https://t.co/zuaWJ01wCD
AT&amp;T
Curious
#att #attandt #telco #telcolayoffs #telecom $t #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",0
2851,2851,"https://t.co/QBUNhqQN8e
VMware
Can we cut the SCSMs already?
#vmware #dell #broadcom $vmw #vmw #hightech #software #virtualization #virtualizationjobs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",-1
2852,2852,"https://t.co/FkhXZhJaNe
Gainwell Technologies
Reasons for staying?
#GainwellTechnologies #Tysons #VA #Virginia #tech #technology #layoff #layoffs #jobcuts #thelayoff #rifs 🤖",0
2853,2853,"https://t.co/G5DeXNjuIW
Wells Fargo
In case you were curious about all of Wells Fargo’s Violations and financial offense through the years…
#wellsfargo #wellsfargobank $wfc $wfb #bac #bofa $bac #bankinglayoffs #bankingjobs #jobs #recession #layoff #layoffs #thelayoff 🤖",0
2854,2854,"https://t.co/prEx1Bp5ph
Salesforce
Layoffs in Customer Success Group Have Started
#Salesforce $CRM #SanFrancisco #California #Cloudcomputing #Consulting #EnterpriseSoftware #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",1
2855,2855,"https://t.co/IMKGqojSER
Bed Bath &amp; Beyond
C Suite?
$bbby #BBBY #bedbathbeyond #retaillayoff #retaillayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #nj #newjersey 🤖",0
2856,2856,"https://t.co/ucEbxBiXyX
Qualcomm
Layoff useless designers with big heads
#qualcomm $QCOM #QCOM #sandiego #chipsets #layoff #layoffs #jobcut #thelayoff #economy  🤖",-1
2857,2857,"https://t.co/2e3uLu6T6Q
Kyndryl
IBM Spinoff Kyndryl Cuts ‘Small Percentage’ of 90,000 Workforce
#Kyndryl $KD #NewYorkCity #NewYork #ITServices #ITConsulting #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2858,2858,"https://t.co/lIcyBDOZuG
General Atomics
4/4
#GeneralAtomics #SanDiego #California #AerospaceIndustry #Defense #Energy #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2859,2859,"https://t.co/x8IXCQ6xTP
BNSF
The disaster that is the Mechanical Dept.
#BNSF #BNSFRailway #FortWorth #Texas #railroads #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2860,2860,"https://t.co/35MbgQxf0U
USAA
Huge Offshoring to India
#USAA #SanAntonio #Texas #Banking #FinancialServices #Insurance #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2861,2861,"We are still hiring Care Coordinators as well as Patient Referral Specialists 👇

#hiring #nowhiring #healthtech #layoffs",1
2862,2862,"Employees who left working at a car dealership to work at a mortgage company are now trying to return in droves. 

Find the full story on my LinkedIn post 

#dealership #automotiveindustry #automotive #job #mortgage #mortgageapplication #mortgagelending #housing  #layoffs #hiring https://t.co/iogwmL64Oa",0
2863,2863,"Okay, will #AI increase #layoffs?

When computers were introduced everyone had a fear of losing their jobs. Actually the analysis and thinking was converse. Jobs multiplied and salaries increased. 

#Bard #ChatGPT #chatgpt4 #chatgpt5",-1
2864,2864,"#Netflix is restructuring its film group to make fewer movies and centralise decision-making, which will result in #layoffs. #Shares are holding on to recent gains as the company looks to cut costs. Read more: https://t.co/RZieeZyIRz #IGBank #Trading",0
2865,2865,"Jun 03: * In the same boat but not ""​in the same boat""​... Discrimination or Not??? *

#WhateverItTakesFromYou
#InfosysDiaries 

#MentalHealthMatters #SayNoToBullying
#layoffs #layoff #layoffsandjobreductions #jobcuts #costcutting 

Source: 
https://t.co/usvyB4qpRU",0
2866,2866,"How to ruin a company when you have zero knowledge in IT by @Elliottinvmgmt and @Benioff 

Both of you have no fucking clue how to manage Salesforce. Your Vision is #Business, not #Tech, and I will not be surprised for a 3rd round of #layoffs 

https://t.co/MlliCjL9sR",-1
2867,2867,"https://t.co/CfMmoP3UhB
Bed Bath &amp; Beyond
How to still get full-time hours
$bbby #BBBY #bedbathbeyond #retaillayoff #retaillayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #nj #newjersey 🤖",0
2868,2868,"https://t.co/czUAJmLckO
Fiserv
Are rif's happening?
$FISV #fiserv #Wisconsin #Wisconsinjobs #Wisconsinlayoffs #brookfield #fintech #thelayoff #layoffs #layoff #jobcut #fintechjobs #fintechlayoffs #bankingtech 🤖",0
2869,2869,"https://t.co/IRsp99yTTE
Kyndryl
No more layoffs this week
#Kyndryl $KD #NewYorkCity #NewYork #ITServices #ITConsulting #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2870,2870,"https://t.co/lalAX9vR3M
MetLife
Mar 30 LTL
#MetLife $MET #NewYorkCity #NewYork #FinancialServices #Insurance #Annuities #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2871,2871,"https://t.co/FLQaa0jiRq
Nielsen
The boat is sinking
#Nielsen $NLSN #NewYork #NY #ConsumerServices #Media #Entertainment #MediaAgencies #layoff #layoffs #jobcuts #thelayoff #rifs 🤖",0
2872,2872,"https://t.co/MfkNSL0F7l
Intel
Intel is still a good company
#intel #intc $intc #hightech #chips #semiconductors #californiajobs #oregonjobs #jobs #recession #layoff #layoffs #thelayoff $IBM #QCOM $QCOM #qualcomm 🤖",1
2873,2873,"https://t.co/49b5ZGvqtL
Roku
Layoffs in increments of 200
#Roku #layoff #layoffs #jobcuts #thelayoff #rifs #tech #technology #software #hightech 🤖",0
2874,2874,"https://t.co/qQMFtmKaCD
Microsoft
Kenya is also affected
#layoff #layoffs $MSFT #microsoft #msft #powerbi #microsoftconsulting #itconsulting #msdynamics #microsoftjobs #redmond 🤖",-1
2875,2875,"https://t.co/4UzCrE1slZ
Uber
Drizly Employees Affected by ‘Layoff Tidal Wave’
#Uber $UBER #SanFrancisco #CA #California #platforms #taxi #software #layoff #layoffs #jobcuts #thelayoff #rifs 🤖",-1
2876,2876,"https://t.co/qpStrV1TSm
Bed Bath &amp; Beyond
You have two choices
$bbby #BBBY #bedbathbeyond #retaillayoff #retaillayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #nj #newjersey 🤖",0
2877,2877,"https://t.co/GuCn0cnkp9
Medtronic
Can you volunteer for lay off?
#Medtronic $MDT #Minneapolis #Dublin #Minnesota #Ireland #MedicalEquipment #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2878,2878,"https://t.co/ECb3ZIAuYz
NextGen Healthcare
Layoffs for tenured RnD staff
#NextgenHealthcare #layoff #layoffs #jobcuts #thelayoff #rifs #health #healthcare 🤖",0
2879,2879,"https://t.co/0oXdJmxhou
ViaSat
Maybe these layoffs could have been avoided...
#ViaSat $VSAT #Carlsbad #CA #California #TelecommunicationsEquipment #layoff #layoffs #jobcuts #thelayoff #rifs 🤖",0
2880,2880,"https://t.co/ABzOpDJj1c
Occidental Petroleum
I regret ever applying here
$OXY #Occidental #OccidentalPetroleum #OildandGas #energy #oil #crude #petroleum #shale #gas $CVX #Layoff #layoffs #OXY 🤖",-1
2881,2881,"https://t.co/FacAYBVmle
Capital One
In office hybrid work is now expected
#CapitalOne $COF #McLean #Virginia #FinancialServices #loans #savings #banking #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2882,2882,"https://t.co/R413TY4OEA
Verizon
Terrible fall
#layoff #layoffs #jobcut #tmobile #sprint $tmus $s #telcos #verizon #att #telecom #mobile #telcojobs #telecomjobs #jobs #recruitng #Techjobs $vz 🤖",-1
2883,2883,"https://t.co/N8ALQ4eBpO
Oracle
Does O need to purge middle management\VPs similar to Meta ?
#orcl $orcl #oracle #layoffs #layoff #thelayoff #bangalore #burlington #austin #redwoodcity #oraclecx #TechJobs #SAP $SAP #salesforce $CRM $MSFT $IBM 🤖",0
2884,2884,"https://t.co/AApiZAiqUz
Bed Bath &amp; Beyond
Mara out as Bbb Prez
$bbby #BBBY #bedbathbeyond #retaillayoff #retaillayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #nj #newjersey 🤖",0
2885,2885,"https://t.co/Hka0wDc2Px
Follett
Say what you will, but new mgmt is too busy hurting employees to post shill job reviews on Glassdoor
#Follett #Westchester #Illinois #Retail #college #bookseller #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2886,2886,"https://t.co/6SqQrX84MI
T-Mobile
I don't feel safe at all
#layoff #layoffs #jobcut #tmobile #sprint $tmus $s #telcos #verizon #att #telecom #mobile #telcojobs #telecomjobs #jobs #recruitng #Techjobs $vz 🤖",-1
2887,2887,"https://t.co/kojZ8Xg33m
General Motors
HR warned you
$GM #generalmotors #automotivelayoffs #autoindustry #detroit #michigan #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",-1
2888,2888,"https://t.co/0xNdBUlbnm
Teradata
VantageLake Results? - Crickets...
#teradata #layoff #layoffs $TDC #TDC #sandiego #database #analytics #Hadoop #bigdata #jobcuts #economy #recession #reorg #storage #databases 🤖",0
2889,2889,"https://t.co/GgAVy0xv09
Amazon
A better approach to layoffs is possible, of course
#Amazon $AMZN #Seattle #Washington #Arlington #Virginia #ArtificialIntelligence #Ecommerce #DigitalDistribution #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",1
2890,2890,"https://t.co/MGNXlADAKu
Macy's
Huge turnover
$M #macysinc #Macys #NewYork #Bloomingdales #Bluemercury #cosmetics #layoff #layoffs #jobcut #joblosses #economy  🤖",0
2891,2891,"https://t.co/ax7iGYZ8Wy
Anthem
Leadership announcement
#Anthem $ANTM #Indianapolis #Indiana #Medical #HealthCare #Providers #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2892,2892,"https://t.co/KJwJxZnQiE
AIG
Getting a new job now
#layoff #layoffs #AIG $AIG #insurance #insurancejobs #ny #nyc #Loews #Berkshire #SwissRe #LibertyMutual #MetLife #Aviva #Allianz #insurancelayoffs #joblosses 🤖",0
2893,2893,#SeverancePay &gt;&gt; Understand these elements BEFORE you are #LaidOff &gt; You've been laid off from your job. How much #severance can you expect? Via @CBSNews -- https://t.co/yLdOI1Ioxv #Layoffs #SeverancePay,0
2894,2894,"Coming up this #Monday!
#layoffs @NHRDN https://t.co/vdoUYMdhQx",0
2895,2895,"What were the major trends in the world of work this month?

Collapsed banks, major #layoffs and (more) signs of #AI taking our jobs… 

We have a March update that contains the 6 things you should know to stay informed about the professional world.👇
https://t.co/epUsCyQMTb",-1
2896,2896,"Data storage firm, #Seagate Technology #STX has announced plans to reduce its workforce by an additional 480 employees, adding to a prior round of #layoffs. The cuts are 1% of its global headcount and will be ""substantially completed"" by the end of its June quarter.  #recession",-1
2897,2897,"#VirginOrbit cuts 85% of workforce after failing to secure fresh funding

The California-based company said in a US filing that about 675 staff would lose their jobs as part of efforts to cut costs.

#layoffs",-1
2898,2898,"https://t.co/nweKD9LpnE
Dell
Planning, the Good and the Bad
#dell $dell #austin #austinlayoffs #roundrock #texasjobs #texas #itjobs #delljobs #itlaoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",-1
2899,2899,"https://t.co/VLXlaXaJXt
T-Mobile
Sprint is cancer
#layoff #layoffs #jobcut #tmobile #sprint $tmus $s #telcos #verizon #att #telecom #mobile #telcojobs #telecomjobs #jobs #recruitng #Techjobs $vz 🤖",-1
2900,2900,"https://t.co/BCfJf5Pfe5
Macy's
Fitting rooms
$M #macysinc #Macys #NewYork #Bloomingdales #Bluemercury #cosmetics #layoff #layoffs #jobcut #joblosses #economy  🤖",0
2901,2901,"https://t.co/SeVwlPl4Fy
AT&amp;T
Finance Trying?
#att #attandt #telco #telcolayoffs #telecom $t #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",0
2902,2902,"https://t.co/eErGMtILOb
Avaya
Avaya Business Update
$AVYA #avaya #communications #techjobs #joblosses #recessionlayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #Durham #NC #northcarolina 🤖",0
2903,2903,"https://t.co/9yCMWHAryz
Gainwell Technologies
Are there any BA Advisor or Senior making 100k plus at GT or is that false. If you are how did you get there?
#GainwellTechnologies #Tysons #VA #Virginia #tech #technology #layoff #layoffs #jobcuts #thelayoff #rifs 🤖",1
2904,2904,"https://t.co/SSVfWN2J3u
Seagate Technology
Two RIF in 4 months, mid-year bonuses cut, what’s next??
#Seagate #layoff #layoffs #seagate #stx $stx #seagatetechnology $wdc $sndk #Minneapolis #Longmont #jobcuts #rif #wfr #thelayoff 🤖",1
2905,2905,"https://t.co/XKHYxDkcfm
Citrix
Entertainment at the All Hands??
#CITRIX $CTXS #layoff #layoffs #redundancy #FortLauderdale #florida #vmware #cisco #wrike #virtualization #cloud #economy #jobcuts 🤖",1
2906,2906,"https://t.co/oVJ5v0a6DX
US Xpress Enterprises
Knight Swift saving this place
#USXpressEnterprises #layoff #layoffs #jobcuts #thelayoff #rifs #Trucking 🤖",0
2907,2907,"https://t.co/lsol4Og2hG
GlobalFoundries
Any news on Dresden layoff?
#GlobalFoundries #Layoff #Layoffs #thelayoff $GFS #IBM $IBM #semiconductor #semiconductorjobs #foundry #foundryjobcuts #santaclara 🤖",0
2908,2908,"https://t.co/Is2uIGQHRo
GlobalFoundries
Voluntary separation package, will it happen?
#GlobalFoundries #Layoff #Layoffs #thelayoff $GFS #IBM $IBM #semiconductor #semiconductorjobs #foundry #foundryjobcuts #santaclara 🤖",0
2909,2909,"https://t.co/ckuCXyKJIq
JetBlue Airways
The staffing crisis
#JetBlueAirways $JBLU #layoff #layoffs #jobcuts #thelayoff #rifs #Airlines #LongIslandCity #NY #NewYork 🤖",-1
2910,2910,"https://t.co/lE52jh04GS
Electronic Arts
A six percent staff layoff
#ElectronicArts $EA #layoff #layoffs #jobcuts #thelayoff #rifs #ConsumerGoods #SpecialtyManufacturers #Retailers #Toys #RedwoodCity #CA #California 🤖",0
2911,2911,"https://t.co/qPBtgGIDQA
McKesson
I totally lost my trust in them
#McKesson $MCK #Irving #Texas #Healthcare #MedicalTechnology #Pharmaceuticals #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2912,2912,"https://t.co/T7fIb7gvuh
Disney
Multiple high-ranking employees affected
#Disney $DIS #Burbank #California #Media #Entertainment #ComicBooks #Films #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2913,2913,"https://t.co/p9yV6tztWe
MetLife
People are tired and overworked
#MetLife $MET #NewYorkCity #NewYork #FinancialServices #Insurance #Annuities #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2914,2914,"https://t.co/M0s0yK1gB6
HP (Hewlett-Packard)
No layoff in HP Singapore?
#HPE $HPE #Spring #Texas #InformationTechnology #Consulting #itjobs #itlaoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",-1
2915,2915,"https://t.co/TCGcj4ElgM
Cisco
Plans to acquire Lightspin
#cisco #layoffs #layoff $CSCO #CSCO #thebayarea #sanjose #networking #ciscosystems #itsecurity #techjobs #networkengineer #datacenter #linux #telecom 🤖",0
2916,2916,"https://t.co/V7sGpP1wTR
Kyndryl
Will there be more?
#Kyndryl $KD #NewYorkCity #NewYork #ITServices #ITConsulting #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2917,2917,"https://t.co/he6XEjZQYM
Humana
Humana to Release First Quarter 2023 Results on April 26, 2023
#Humana #HUM $HUM #Layoff #Layoffs $ANTM $AET $CI #Louisville #kentucky #healthcarejobs #thelayoff #nursingjobs 🤖",0
2918,2918,"https://t.co/YjSCR1eUNc
Fiserv
Remember Frank got 6%
$FISV #fiserv #Wisconsin #Wisconsinjobs #Wisconsinlayoffs #brookfield #fintech #thelayoff #layoffs #layoff #jobcut #fintechjobs #fintechlayoffs #bankingtech 🤖",0
2919,2919,"https://t.co/8wpiJZSLxB
Follett
Dear Evil Empire
#Follett #Westchester #Illinois #Retail #college #bookseller #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",-1
2920,2920,"https://t.co/g7qymtbwcH
Verizon
WARN ACT
#layoff #layoffs #jobcut #tmobile #sprint $tmus $s #telcos #verizon #att #telecom #mobile #telcojobs #telecomjobs #jobs #recruitng #Techjobs $vz 🤖",-1
2921,2921,"https://t.co/bEaEUTRgkx
Williams Cos.
2023 Predictions
#WilliamsCos. $WMB #Tulsa #Oklahoma #Petroleum #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2922,2922,"https://t.co/zNg9bTGX2o
Ford
Garage EV fire?
$F #ford #automotivelayoffs #autoindustry #detroit #michigan #detroitlayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",-1
2923,2923,"https://t.co/ISzQQh7uNU
Qualcomm
Has it happened already or when does it happen?
#qualcomm $QCOM #QCOM #sandiego #chipsets #layoff #layoffs #jobcut #thelayoff #economy  🤖",0
2924,2924,"https://t.co/VT4Y3Hk0KY
Intel
Intern return offers, still being made to summer 2023 interns?
#intel #intc $intc #hightech #chips #semiconductors #californiajobs #oregonjobs #jobs #recession #layoff #layoffs #thelayoff $IBM #QCOM $QCOM #qualcomm 🤖",0
2925,2925,"https://t.co/BMCWg74WLK
Verizon
3/30 All in one thread for Impacts
#layoff #layoffs #jobcut #tmobile #sprint $tmus $s #telcos #verizon #att #telecom #mobile #telcojobs #telecomjobs #jobs #recruitng #Techjobs $vz 🤖",0
2926,2926,"https://t.co/X0t3IZT4Q5
Pearson PLC
What's happening with cuts?
#pearson $PSO $MHFI #London #England #eduaction #MassMedia #educationjobs #bloomberg #research #thelayoff #layoff #layoffs #jobcuts 🤖",-1
2927,2927,"https://t.co/lbAc3e0b6J
Bed Bath &amp; Beyond
What would have been the answer?
$bbby #BBBY #bedbathbeyond #retaillayoff #retaillayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #nj #newjersey 🤖",0
2928,2928,"https://t.co/X5OZcMcgjd
Kyndryl
There are always rumours of cuts....
#Kyndryl $KD #NewYorkCity #NewYork #ITServices #ITConsulting #thelayoff #layoffs #layoff #jobcuts #rifs 🤖",0
2929,2929,"https://t.co/QmUDvn9nS4
Optum
Will Enterprise Clinical Services be impacted by next rounds of layoffs?
#UNH #UnitedHealth $UNH #Optum #Layoff #Layoffs #employment #jobcuts #EdenPrairie #Minnesota #healthcarejobs #healthcare 🤖",0
2930,2930,"https://t.co/ecFi3XVSBC
Bed Bath &amp; Beyond
Bed Bath &amp; Beyond to Sell Shares as Preliminary Sales Disappoint
$bbby #BBBY #bedbathbeyond #retaillayoff #retaillayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #nj #newjersey 🤖",-1
2931,2931,"Unacademy leadership to take salary cuts of up to 25%, says edtech’s founder Gaurav Munjal #Unacademy #GauravMunjal #Layoffs #GeneralAtlantic #UnacademyFunding #UnacademyAcquisitions  https://t.co/fbbVnSltwt",-1
2932,2932,"I heard about multiple rounds during investments, is this the new normal ?
#layoffs https://t.co/3Pc5SnUW8R",0
2933,2933,"Roku Laying Off 200 Employees, 6% Of Workforce – Deadline #media #entertainment #layoffs ⁦@Roku⁩  https://t.co/fbNgs7DZDJ",0
2934,2934,ABC News lays off several senior executives amid broader Disney cost-cutting in 'shock' to newsroom | CNN Business #media #newsmedia #layoffs ⁦@abcnews⁩  https://t.co/tMnRxk49cH,0
2935,2935,"Richard Branson’s Virgin Orbit to Cull 85% of Jobs 

The decision comes following a failure to “secure meaningful funding”, the company said in a 🇺🇸 regulatory filing - with some 675 employees reportedly expected to be let go Monday.

#layoffs https://t.co/1RwpKew52b",-1
2936,2936,Virgin Orbit shares plummet over 50% in premarket as the company lays off 85% of employees #virginorbit #RichardBranson #layoffs,0
2937,2937,"📉 @CazooUK posts £704m loss despite revenue surge. ❗️

➡️ https://t.co/G6PI4B61y1 🔗

#cazoo #layoffs #revenue #profit #profitability #losses #UKtech",-1
2938,2938,"Virgin Orbit to cease all operations and lay off 85 percent of its workforce (2 minute read)

#VirginOrbit #SpaceIndustry #Layoffs #FundingStruggles

Read more: https://t.co/LKkK3jUzb5 https://t.co/aZpr1pJDVn",0
2939,2939,"#Google #Layoffs: Some SACKED #Employees May Get Over Rs 2.6 Crore in #Severance Pay. Deets Here

Read More Here 🔗: https://t.co/ZuvYb3xkP5 https://t.co/Sb0gq4wpd2",-1
2940,2940,"#Layoffs at #H1B using @MarvellTech, @Roku - no more #H1Bvisa needed @USDOL @DHSgov @USCIS @CommerceGov @WhiteHouse!

Bay Area tech layoffs widen with cuts by chipmaker, streaming titan https://t.co/PTnqRrhOIS via @siliconbeat",-1
2941,2941,"📉 @CazooUK posts £704m loss despite revenue surge. ❗️

➡️ https://t.co/8wkKQ3MtAx 🔗

#cazoo #layoffs #revenue #profit #profitability #losses #UKtech",-1
2942,2942,"#Unacademy To Lay Off 12% of Workforce, which is said to be around 380 employees!

This is the 4th round of #layoffs, as the Unicorn fired 350 employees or 10% of its employees, in November.

Unacademy's total headcount is estimated to be about 3000 in a year.

#layoffs2023 https://t.co/9yoi2TAWAz",-1
2943,2943,"In a conference call last month, company officials explained that these job cuts represent approximately 3 per cent of Disney's global workforce of 220,000, and will save the company roughly $5.5 billion.
#Disney #Layoffs 
 https://t.co/GsFTRcPjBH",0
2944,2944,"Santhosh Nair, Director and COO at CIEL HR, shared his thoughts on the US allowing people with tourist visas to apply for jobs

Read more here - https://t.co/flbKoW2VX4

https://t.co/7YQe0lmwyl #Layoffs https://t.co/0drx3n2Fsm",0
2945,2945,"📉 @VirginOrbit lays off 85% of staff. ❗️

➡️ https://t.co/RGYsBAogKP 🔗

#virginorbit #layoffs #employees #staff #funding #careers #recruitment #UKtech",0
2946,2946,"#frontendDev #webdevelopment #FrontEndDeveloper #frontenddev #reactjs #javascript #hireme #layoffs #remotejobs #hiring #techblogs #buildinpublic #LearnInPublic #100DaysOfCode #100daysofcodechallenge 

https://t.co/ZRrl6xiOWC",0
2947,2947,"Fun with AI
AI giving Competition to @ShashiTharoor  
When i asked ""Discover one word that describe layoff because of implementation of GPT4 tools in office""

#GPTermination #gpt #ai #articialintelligence #aitools #openai #GPT4 #layoffs #layoffs2023 #shashitharoor https://t.co/N1istZ6J96",1
2948,2948,"#Jobs | Applications for #unemployment benefits are broadly seen reflective of the number of #layoffs in the U.S.

https://t.co/CJ9HyuRqIr",1
2949,2949,Virgin Orbit cuts workforce by 85% due to lack of funding. Around 350 employees laid off in drastic cost-cutting move. #VirginOrbit #layoffs #costcutting,-1
2950,2950,"AI is helping hand if it’s not allowed to Replace humans, Every company need to understand it and Stop layoffs because of AI🤖 #AI #Layoffs #Jobs #ArtificialInteligence #ChatGPT #GPT5 https://t.co/4iqoZpfviA",1
2951,2951,"📉 @VirginOrbit lays off 85% of staff. ❗️

➡️ https://t.co/44AV2fCoMP 🔗

#virginorbit #layoffs #employees #staff #funding #careers #recruitment #UKtech",0
2952,2952,Virgin Orbit lays off 85% of workforce as funding falls through. Shares tank to $0.34 from $1.32 earlier this month. #VirginOrbit  #layoffs  #Funding,0
2953,2953,"Sorry! INTERNAL NOTE REVEALS REASON behind Uncademy's layoffs decision - 'Funding is...', says CEO Gaurav Munjal

#Uncademy #Layoffs #JobCuts 
https://t.co/P2e53xzauH",-1
2954,2954,"#layoffs #layoff #layoffsandjobreductions #jobcuts #costcutting 

https://t.co/37zgo7ikwW",0
2955,2955,"Men continue to outnumber women in tech, finds study

#womenintech #Skillsoft #Layoffs #Coaching
https://t.co/6uk6QbGEWp",0
2956,2956,"#StartupsWithMC | ""The salary cuts can go up to 25%. These cuts are permanent and salaries will be revised in April 2024,"" said Gaurav Munjal, co-founder and CEO, #Unacademy.

@patwardhannn brings us the details 👇
https://t.co/z5QSptFUOY

#Layoffs #Salary #Startups",-1
2957,2957,"లేఆఫ్స్ కొనసాగుతూనే ఉన్నాయి. మరో దిగ్గజ టెక్ కంపెనీ 85 శాతం మందిని తొలగిస్తున్నట్లు ప్రకటించింది. 

#Layoffs2023 #layoffs #VirginOrbit 

https://t.co/ymaiqUHDZB",0
2958,2958,"Billionaire Richard Branson-led Virgin Orbit will be shutting down its operations and will lay off 85% of its workforce, or 675 employees, as it failed to raise investment from investors.

#VirginOrbit #layoffs #RichardBranson #Aerospace https://t.co/WAhyfSPCxW",-1
2959,2959,"Google announced to lay off 12,000 employees earlier this year. 
@Google #layoffs 
https://t.co/Mo0cJc2nzJ",0
2960,2960,"గ్లోబల్ ఐటీ రంగంలో ఉద్యోగుల తొలగింపులు కొనసాగుతున్నాయి..!!
#HCLJobs #HCL #HCLLayoffs #Layoffs #HCLEmployees #Goodreturnstelugu
https://t.co/FE4VhDR0KU",0
2961,2961,होमग्रॉन फैंटेसी ईस्पोर्ट्स स्टार्टअप फैनक्लैश ने अपने लगभग 75 प्रतिशत कर्मचारियों को निकाल दिया है। #Layoffs #Jobs  https://t.co/Wj5lWyeQ77,0
2962,2962,"Some #Google employees in #Ireland, who have been axed as part of the mass #layoffs announced in January, will reportedly receive a huge severance package over $320,000  

https://t.co/oaNO6EbZ02",0
2963,2963,"More #jobcuts 
https://t.co/Ef0maHdHS0
#roka #joblayoff #jobslayoff #layoffs2023 #layoffs",0
2964,2964,Why do tech companies layoffs? Because thier algorithms are too good at making money. #layoffs,1
2965,2965,"Former #Meta recruiter says she was paid Rs 1.5 crore ""to do nothing""; amid #Facebook #layoffs

https://t.co/jRYpv6fXiI",0
2966,2966,"#VirginOrbit  #Stock Plunges After Massive #Layoffs 
🎉🪅🥳🪩🍾🍾🍾
@richardbranson

https://t.co/sBIV762PtE via @BarronsOnline",0
2967,2967,"Right Now layoffs is costing tens of thousands of tech workers their jobs.

🔹Cloud Computing
🔹Salesforce
🔹Artificial Intelligence
🔹Project Management Training
🔹Block Chain
🔹Fullstack

Call Us Now: 📞 +91 9884412301

🔗Visit us on: https://t.co/KtUkzCtDQ8

#layoffs #jobs https://t.co/EmhBKUv4TK",1
2968,2968,"Homegrown fantasy esports startup #FanClash has laid off about 75 per cent of its workforce, the media reported.

#layoffs https://t.co/8Up4O5k1nE",0
2969,2969,"Episode 14 - Embracing the Downtime is live!

Tip That Scale - the podcast for those that have been laid off, bracing for one, or just ready for a career change.

#job #jobsearch #career #careerchange #recruiting #work #layoffs #podcast https://t.co/VpfeVi7Cju",1
2970,2970,"Click here to read our article: https://t.co/php1tAiwbt

#Unadacemy #Layoffs #Workforce #Profitability #Firing #Employees #startup #startupnews #news #India #Inc42 https://t.co/d9N8jIaM9e",0
2971,2971,"Such a sham social posts by these so called CXOs after laying off thousands of workers..they can easily divide the cost optimization load across top management salaries, but it won’t be warm and cozy for them then…#layoffs2023 #layoffs #techlayoffs",1
